product_name,category,current_price,rating,image_url,product_url,description,platform,price_day_1,price_day_2,price_day_3,price_day_4,price_day_5,price_day_6,price_day_7,price_day_8,price_day_9,price_day_10,future_price
"HP Aspire M2 12GB 64GB 15.6"" (OPT000472)",Laptops,66499.08,3.7,https://cdn.opticart.example/images/laptops/472.jpg,https://www.amazon.in/dp/OPT000472?tag=opticart,"HP Aspire M2 12GB 64GB 15.6"" (OPT000472) by HP. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,67213.67,67365.98,66271.86,64304.78,64262.11,65841.14,65675.06,65247.67,65333.91,64727.5,64221.42
Allen Solly Sneakers Regular Polyester (OPT000473),Fashion,12297.09,4.2,https://cdn.opticart.example/images/fashion/473.jpg,https://www.amazon.in/dp/OPT000473?tag=opticart,"Allen Solly Sneakers Regular Polyester (OPT000473) by Allen Solly. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,12445.3,12521.55,12587.95,12436.85,12591.94,12872.2,12690.95,12928.95,13058.62,12725.03,12755.13
boAt Headphones HDR (OPT000474),Electronics,39420.51,3.8,https://cdn.opticart.example/images/electronics/474.jpg,https://www.amazon.in/dp/OPT000474?tag=opticart,"boAt Headphones HDR (OPT000474) by boAt. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,41349.95,40936.32,40275.49,39798.88,38136.93,38312.43,38691.41,38054.09,38353.5,36983.09,35042.46
Haier Air Conditioner 260L Inverter (OPT000475),Home Appliances,159166.61,4.0,https://cdn.opticart.example/images/home-appliances/475.jpg,https://www.amazon.in/dp/OPT000475?tag=opticart,"Haier Air Conditioner 260L Inverter (OPT000475) by Haier. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,155287.77,157730.44,160597.92,157830.24,153874.07,150452.85,148694.52,143521.23,143532.69,139888.11,132210.89
Ikigai - Self-Help (OPT000476),Books,650.85,4.4,https://cdn.opticart.example/images/books/476.jpg,https://www.amazon.in/dp/OPT000476?tag=opticart,"Ikigai - Self-Help (OPT000476) by HarperCollins. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,684.91,699.49,699.99,716.16,732.88,747.86,762.22,754.04,757.08,758.72,779.05
Maybelline Lipstick (SPF 50) (OPT000477),Beauty,3950.43,3.7,https://cdn.opticart.example/images/beauty/477.jpg,https://www.amazon.in/dp/OPT000477?tag=opticart,"Maybelline Lipstick (SPF 50) (OPT000477) by Maybelline. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,4102.47,4034.81,3964.34,4016.96,4099.86,4046.81,4184.54,4184.98,4205.08,4131.43,4101.19
IKEA Dining Table 3-Seater (OPT000478),Furniture,30138.61,3.7,https://cdn.opticart.example/images/furniture/478.jpg,https://www.amazon.in/dp/OPT000478?tag=opticart,"IKEA Dining Table 3-Seater (OPT000478) by IKEA. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,29459.94,28932.56,29239.35,29212.46,29608.78,28996.48,28536.85,28626.87,29284.67,30133.58,30346.4
Razer Gaming Headset 9437 120FPS (OPT000479),Gaming,61704.6,3.5,https://cdn.opticart.example/images/gaming/479.jpg,https://www.amazon.in/dp/OPT000479?tag=opticart,"Razer Gaming Headset 9437 120FPS (OPT000479) by Razer. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,62958.68,63520.57,63891.67,64281.17,62673.31,62539.6,61577.12,62812.49,62982.59,61698.14,60720.93
Patanjali Coffee (5kg) (OPT000480),Groceries,716.69,4.0,https://cdn.opticart.example/images/groceries/480.jpg,https://www.amazon.in/dp/OPT000480?tag=opticart,"Patanjali Coffee (5kg) (OPT000480) by Patanjali. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,722.75,722.96,717.88,724.27,734.27,732.31,746.53,746.93,751.8,765.31,794.36
Apple Narzo (1024GB) AI Camera (OPT000481),Mobiles,89409.38,4.6,https://cdn.opticart.example/images/mobiles/481.jpg,https://www.amazon.in/dp/OPT000481?tag=opticart,"Apple Narzo (1024GB) AI Camera (OPT000481) by Apple. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,87525.79,88306.71,88454.73,91553.67,91831.69,91367.25,91291.76,91194.21,91237.14,88679.99,90381.31
Acer Aspire Ryzen 5 8GB/64GB SSD (OPT000482),Laptops,129136.61,4.5,https://cdn.opticart.example/images/laptops/482.jpg,https://www.amazon.in/dp/OPT000482?tag=opticart,"Acer Aspire Ryzen 5 8GB/64GB SSD (OPT000482) by Acer. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,136410.27,132555.97,132167.49,129823.32,129396.67,129498.2,126344.37,124966.19,123215.77,120317.22,111631.75
BIBA Watch Casual (OPT000483),Fashion,3341.38,4.3,https://cdn.opticart.example/images/fashion/483.jpg,https://www.amazon.in/dp/OPT000483?tag=opticart,"BIBA Watch Casual (OPT000483) by BIBA. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,3382.68,3513.83,3480.46,3491.01,3471.42,3405.56,3492.71,3656.03,3652.49,3682.51,3848.67
Sony Toner Cartridge 5643 4K (OPT000484),Electronics,46614.93,4.2,https://cdn.opticart.example/images/electronics/484.jpg,https://www.amazon.in/dp/OPT000484?tag=opticart,"Sony Toner Cartridge 5643 4K (OPT000484) by Sony. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,48168.64,48058.61,47874.63,46544.38,46967.24,46670.24,47325.97,46906.47,47017.68,47281.88,46670.48
Samsung Washing Machine 5 Star (OPT000485),Home Appliances,105732.91,4.0,https://cdn.opticart.example/images/home-appliances/485.jpg,https://www.amazon.in/dp/OPT000485?tag=opticart,"Samsung Washing Machine 5 Star (OPT000485) by Samsung. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,109142.33,109000.32,109133.72,108306.61,110182.38,111318.53,109453.95,110749.36,109691.71,110285.61,109897.24
Ikigai (Fiction) (OPT000486),Books,1299.59,4.2,https://cdn.opticart.example/images/books/486.jpg,https://www.amazon.in/dp/OPT000486?tag=opticart,"Ikigai (Fiction) (OPT000486) by HarperCollins. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,1268.32,1257.74,1255.16,1264.73,1250.06,1243.96,1204.78,1186.4,1183.93,1184.84,1140.81
Lakme Lipstick (SPF 50) (OPT000487),Beauty,2412.49,4.7,https://cdn.opticart.example/images/beauty/487.jpg,https://www.amazon.in/dp/OPT000487?tag=opticart,"Lakme Lipstick (SPF 50) (OPT000487) by Lakme. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,2321.93,2308.28,2344.88,2338.76,2318.37,2339.22,2398.73,2380.75,2340.21,2368.05,2443.27
Pepperfry Sofa Sheesham 3-Seater (OPT000488),Furniture,6407.69,3.9,https://cdn.opticart.example/images/furniture/488.jpg,https://www.amazon.in/dp/OPT000488?tag=opticart,"Pepperfry Sofa Sheesham 3-Seater (OPT000488) by Pepperfry. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,6221.94,6412.64,6442.66,6280.75,6371.6,6424.32,6475.22,6542.88,6548.58,6652.09,6773.98
Sony Mechanical Keyboard 120FPS (OPT000489),Gaming,27355.61,4.1,https://cdn.opticart.example/images/gaming/489.jpg,https://www.amazon.in/dp/OPT000489?tag=opticart,"Sony Mechanical Keyboard 120FPS (OPT000489) by Sony. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,27206.48,27339.83,27492.89,28078.26,28331.64,28452.79,28804.25,29214.15,28755.78,28373.0,28768.75
Aashirvaad Rice 2L (OPT000490),Groceries,2742.55,4.5,https://cdn.opticart.example/images/groceries/490.jpg,https://www.amazon.in/dp/OPT000490?tag=opticart,"Aashirvaad Rice 2L (OPT000490) by Aashirvaad. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,2739.13,2719.1,2676.17,2631.31,2671.62,2732.65,2760.33,2737.07,2688.89,2676.88,2654.21
Samsung V 12GB/512GB 120Hz (OPT000491),Mobiles,52079.95,3.9,https://cdn.opticart.example/images/mobiles/491.jpg,https://www.amazon.in/dp/OPT000491?tag=opticart,"Samsung V 12GB/512GB 120Hz (OPT000491) by Samsung. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,52166.24,51423.26,51693.37,51047.85,52094.77,50786.93,50370.23,49514.79,50486.31,52074.55,51898.9
Apple IdeaPad Ryzen 7 6GB/128GB Gaming (OPT000492),Laptops,39241.59,4.1,https://cdn.opticart.example/images/laptops/492.jpg,https://www.amazon.in/dp/OPT000492?tag=opticart,"Apple IdeaPad Ryzen 7 6GB/128GB Gaming (OPT000492) by Apple. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,39804.09,39826.25,39282.29,38349.76,38345.31,37844.77,38373.39,38470.68,37937.89,37700.1,36602.01
Puma Dress Formal (OPT000493),Fashion,7197.08,4.0,https://cdn.opticart.example/images/fashion/493.jpg,https://www.amazon.in/dp/OPT000493?tag=opticart,"Puma Dress Formal (OPT000493) by Puma. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,7048.32,7110.99,7056.87,7023.5,6900.86,6604.11,6505.28,6554.38,6464.33,6324.1,6004.86
Samsung Smart TV 1762 Wireless (OPT000494),Electronics,36886.43,4.3,https://cdn.opticart.example/images/electronics/494.jpg,https://www.amazon.in/dp/OPT000494?tag=opticart,"Samsung Smart TV 1762 Wireless (OPT000494) by Samsung. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,37450.84,37615.0,37835.35,37311.36,37335.59,36944.77,37810.44,38204.23,37906.29,37709.04,37622.76
Godrej Washing Machine Front Load (OPT000495),Home Appliances,133261.64,4.2,https://cdn.opticart.example/images/home-appliances/495.jpg,https://www.amazon.in/dp/OPT000495?tag=opticart,"Godrej Washing Machine Front Load (OPT000495) by Godrej. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,129442.61,132730.34,135732.05,137237.75,139515.84,139854.37,139962.57,143228.38,140451.24,141354.47,148491.77
The Alchemist (Fiction) (OPT000496),Books,1793.69,4.5,https://cdn.opticart.example/images/books/496.jpg,https://www.amazon.in/dp/OPT000496?tag=opticart,"The Alchemist (Fiction) (OPT000496) by Bloomsbury. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,1826.07,1829.25,1818.55,1805.66,1787.92,1801.85,1763.14,1750.62,1754.78,1766.4,1735.45
Lakme Lipstick (Long Lasting) (OPT000497),Beauty,4717.25,4.5,https://cdn.opticart.example/images/beauty/497.jpg,https://www.amazon.in/dp/OPT000497?tag=opticart,"Lakme Lipstick (Long Lasting) (OPT000497) by Lakme. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,4842.25,4771.4,4827.06,4959.75,4904.93,4756.65,4692.55,4529.7,4471.82,4452.03,4264.88
IKEA Bed Storage (OPT000498),Furniture,11593.2,3.6,https://cdn.opticart.example/images/furniture/498.jpg,https://www.amazon.in/dp/OPT000498?tag=opticart,"IKEA Bed Storage (OPT000498) by IKEA. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,11633.28,11546.01,11521.14,11742.44,11614.97,11635.5,11582.93,11385.52,11810.53,11750.52,11770.69
Razer Mechanical Keyboard 2244 Wireless (OPT000499),Gaming,107846.32,3.8,https://cdn.opticart.example/images/gaming/499.jpg,https://www.amazon.in/dp/OPT000499?tag=opticart,"Razer Mechanical Keyboard 2244 Wireless (OPT000499) by Razer. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,111408.31,113006.05,116013.15,114979.29,114598.69,114934.11,116540.69,117916.88,118202.09,116118.94,118518.95
Aashirvaad Rice (5kg) (OPT000500),Groceries,2044.95,3.4,https://cdn.opticart.example/images/groceries/500.jpg,https://www.amazon.in/dp/OPT000500?tag=opticart,"Aashirvaad Rice (5kg) (OPT000500) by Aashirvaad. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,2042.05,2036.22,2082.09,2038.01,2100.6,2113.4,2117.79,2069.14,2054.99,2094.64,2123.41
Apple V (64GB) 120Hz (OPT000501),Mobiles,115347.96,4.4,https://cdn.opticart.example/images/mobiles/501.jpg,https://www.amazon.in/dp/OPT000501?tag=opticart,"Apple V (64GB) 120Hz (OPT000501) by Apple. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,115800.26,115926.63,115948.4,117654.61,120321.66,122102.01,121886.79,121910.73,120418.44,121430.4,125338.12
Dell Katana Ryzen 7 32GB/64GB Office (OPT000502),Laptops,153015.31,4.4,https://cdn.opticart.example/images/laptops/502.jpg,https://www.amazon.in/dp/OPT000502?tag=opticart,"Dell Katana Ryzen 7 32GB/64GB Office (OPT000502) by Dell. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,147229.64,150804.93,151290.41,151736.43,151207.34,155836.65,150406.78,148115.8,146239.85,149899.7,151500.5
Roadster T-Shirt Casual (OPT000503),Fashion,13300.01,5.0,https://cdn.opticart.example/images/fashion/503.jpg,https://www.amazon.in/dp/OPT000503?tag=opticart,"Roadster T-Shirt Casual (OPT000503) by Roadster. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,13008.56,13007.54,12693.25,12648.43,12335.73,12281.07,12379.68,12790.22,12631.97,12619.59,12520.9
Philips Smart TV 723 Dolby (OPT000504),Electronics,31218.89,3.8,https://cdn.opticart.example/images/electronics/504.jpg,https://www.amazon.in/dp/OPT000504?tag=opticart,"Philips Smart TV 723 Dolby (OPT000504) by Philips. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,31537.05,31741.89,32109.23,33159.53,33791.71,34171.27,33665.95,33765.99,33276.29,33559.96,34876.53
Haier Microwave 7kg Inverter (OPT000505),Home Appliances,16182.0,5.0,https://cdn.opticart.example/images/home-appliances/505.jpg,https://www.amazon.in/dp/OPT000505?tag=opticart,"Haier Microwave 7kg Inverter (OPT000505) by Haier. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,16137.31,16272.41,16396.7,16349.77,16537.26,16546.55,16777.24,16992.19,16786.39,16848.1,17225.6
Deep Work - Paperback (OPT000506),Books,526.7,4.7,https://cdn.opticart.example/images/books/506.jpg,https://www.amazon.in/dp/OPT000506?tag=opticart,"Deep Work - Paperback (OPT000506) by HarperCollins. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,506.39,502.04,497.65,493.93,485.42,471.68,454.7,443.77,445.16,438.01,407.03
Mamaearth Lipstick Matte (OPT000507),Beauty,2633.02,3.1,https://cdn.opticart.example/images/beauty/507.jpg,https://www.amazon.in/dp/OPT000507?tag=opticart,"Mamaearth Lipstick Matte (OPT000507) by Mamaearth. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,2538.66,2579.72,2601.05,2591.07,2618.89,2613.29,2689.02,2685.18,2688.3,2695.58,2733.81
IKEA Bed Metal 3-Seater (OPT000508),Furniture,71426.77,4.5,https://cdn.opticart.example/images/furniture/508.jpg,https://www.amazon.in/dp/OPT000508?tag=opticart,"IKEA Bed Metal 3-Seater (OPT000508) by IKEA. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,69917.02,70143.13,71572.35,71086.27,69838.35,70418.5,71678.76,69808.02,68155.76,67539.91,66889.71
Nintendo Mechanical Keyboard Wireless (OPT000509),Gaming,41055.61,3.9,https://cdn.opticart.example/images/gaming/509.jpg,https://www.amazon.in/dp/OPT000509?tag=opticart,"Nintendo Mechanical Keyboard Wireless (OPT000509) by Nintendo. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,41309.45,42434.09,42994.42,44000.38,43249.54,43246.64,42917.25,43001.5,42385.95,43549.09,44578.06
Fortune Ghee 2kg (OPT000510),Groceries,2187.39,3.9,https://cdn.opticart.example/images/groceries/510.jpg,https://www.amazon.in/dp/OPT000510?tag=opticart,"Fortune Ghee 2kg (OPT000510) by Fortune. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,2197.21,2178.49,2244.28,2245.73,2226.3,2231.84,2221.08,2208.82,2210.57,2166.04,2150.74
Motorola Galaxy A 16GB/256GB Dual SIM (OPT000511),Mobiles,97897.85,4.6,https://cdn.opticart.example/images/mobiles/511.jpg,https://www.amazon.in/dp/OPT000511?tag=opticart,"Motorola Galaxy A 16GB/256GB Dual SIM (OPT000511) by Motorola. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,97947.59,99235.24,98183.61,96582.89,95627.13,95273.11,93842.23,94881.67,92275.64,91699.41,88611.36
Apple MacBook Air Ryzen 7 16GB/128GB Gaming (OPT000512),Laptops,179140.35,4.4,https://cdn.opticart.example/images/laptops/512.jpg,https://www.amazon.in/dp/OPT000512?tag=opticart,"Apple MacBook Air Ryzen 7 16GB/128GB Gaming (OPT000512) by Apple. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,178394.16,179966.57,183838.15,184273.57,185062.73,189786.71,181404.0,181238.49,179226.12,181207.78,181892.49
Roadster Kurta Slim Fit Polyester (OPT000513),Fashion,8028.39,4.0,https://cdn.opticart.example/images/fashion/513.jpg,https://www.amazon.in/dp/OPT000513?tag=opticart,"Roadster Kurta Slim Fit Polyester (OPT000513) by Roadster. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,8212.49,7897.19,7838.12,7806.54,7907.29,7886.04,7774.59,7699.8,7800.79,7779.87,7611.66
JBL Toner Cartridge 335 Bass Boost (OPT000514),Electronics,41555.4,4.5,https://cdn.opticart.example/images/electronics/514.jpg,https://www.amazon.in/dp/OPT000514?tag=opticart,"JBL Toner Cartridge 335 Bass Boost (OPT000514) by JBL. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,43003.35,43044.18,42699.99,42762.49,42482.29,41845.35,42300.64,42511.29,42839.11,43461.21,44200.9
IFB Washing Machine Inverter (OPT000515),Home Appliances,129396.67,4.2,https://cdn.opticart.example/images/home-appliances/515.jpg,https://www.amazon.in/dp/OPT000515?tag=opticart,"IFB Washing Machine Inverter (OPT000515) by IFB. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,130857.43,128277.22,131233.35,134959.02,136368.9,135195.41,138619.77,136627.38,136464.62,134008.44,135496.38
The Psychology of Money (Non-Fiction) (OPT000516),Books,1714.2,4.4,https://cdn.opticart.example/images/books/516.jpg,https://www.amazon.in/dp/OPT000516?tag=opticart,"The Psychology of Money (Non-Fiction) (OPT000516) by Oxford. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,1728.52,1681.44,1687.12,1654.37,1655.63,1690.33,1700.75,1691.59,1694.96,1667.27,1690.81
Nivea Face Wash Paraben Free (OPT000517),Beauty,2308.94,3.8,https://cdn.opticart.example/images/beauty/517.jpg,https://www.amazon.in/dp/OPT000517?tag=opticart,"Nivea Face Wash Paraben Free (OPT000517) by Nivea. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,2222.78,2212.71,2256.8,2273.99,2246.89,2222.12,2234.85,2250.51,2201.81,2162.73,2136.54
IKEA Office Chair Storage (OPT000518),Furniture,45192.6,4.4,https://cdn.opticart.example/images/furniture/518.jpg,https://www.amazon.in/dp/OPT000518?tag=opticart,"IKEA Office Chair Storage (OPT000518) by IKEA. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,46790.54,47038.72,45867.07,46763.28,46644.78,46634.24,47656.22,47277.86,46473.64,47009.26,47147.11
Asus Gaming Mouse Wireless (OPT000519),Gaming,44321.24,3.5,https://cdn.opticart.example/images/gaming/519.jpg,https://www.amazon.in/dp/OPT000519?tag=opticart,"Asus Gaming Mouse Wireless (OPT000519) by Asus. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,44604.65,45685.11,45282.58,45751.81,45707.78,45794.66,46229.93,47100.89,47399.92,46705.05,48357.84
Tata Biscuits 2kg (OPT000520),Groceries,3096.1,4.0,https://cdn.opticart.example/images/groceries/520.jpg,https://www.amazon.in/dp/OPT000520?tag=opticart,"Tata Biscuits 2kg (OPT000520) by Tata. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,2907.12,2907.77,2903.17,2887.16,2941.99,2873.37,2858.0,2857.06,2880.28,2844.61,2863.55
OnePlus iPhone (128GB) 5G (OPT000521),Mobiles,93017.35,4.7,https://cdn.opticart.example/images/mobiles/521.jpg,https://www.amazon.in/dp/OPT000521?tag=opticart,"OnePlus iPhone (128GB) 5G (OPT000521) by OnePlus. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,93038.39,93399.04,92797.83,93475.09,94159.51,93496.82,93545.58,92331.28,91284.1,90910.06,88897.11
Asus Katana i7 12GB/1024GB Student (OPT000522),Laptops,65368.79,3.5,https://cdn.opticart.example/images/laptops/522.jpg,https://www.amazon.in/dp/OPT000522?tag=opticart,"Asus Katana i7 12GB/1024GB Student (OPT000522) by Asus. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,66304.53,66496.07,67400.3,66881.57,66564.94,67802.98,69232.41,69720.07,70282.84,70687.7,73042.53
Levi's Backpack Formal (OPT000523),Fashion,1603.54,3.9,https://cdn.opticart.example/images/fashion/523.jpg,https://www.amazon.in/dp/OPT000523?tag=opticart,"Levi's Backpack Formal (OPT000523) by Levi's. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,1567.93,1517.78,1537.96,1528.09,1509.38,1544.02,1550.12,1583.58,1580.28,1563.9,1560.99
Philips Headphones 4K (OPT000524),Electronics,63884.64,4.4,https://cdn.opticart.example/images/electronics/524.jpg,https://www.amazon.in/dp/OPT000524?tag=opticart,"Philips Headphones 4K (OPT000524) by Philips. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,61447.82,60763.12,62494.91,62642.46,63233.94,62951.8,63029.62,62856.23,63192.93,62715.68,64224.3
LG Air Conditioner 2 Ton Inverter (OPT000525),Home Appliances,50953.82,3.9,https://cdn.opticart.example/images/home-appliances/525.jpg,https://www.amazon.in/dp/OPT000525?tag=opticart,"LG Air Conditioner 2 Ton Inverter (OPT000525) by LG. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,50102.3,48425.38,49004.82,47609.61,47535.19,48108.04,47145.96,48867.57,48161.31,48205.79,47300.23
Atomic Habits (Self-Help) (OPT000526),Books,328.35,3.7,https://cdn.opticart.example/images/books/526.jpg,https://www.amazon.in/dp/OPT000526?tag=opticart,"Atomic Habits (Self-Help) (OPT000526) by Penguin. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,328.11,322.82,320.64,314.24,319.34,325.4,327.28,321.81,323.43,325.8,328.07
Mamaearth Sunscreen Matte (OPT000527),Beauty,1335.32,3.9,https://cdn.opticart.example/images/beauty/527.jpg,https://www.amazon.in/dp/OPT000527?tag=opticart,"Mamaearth Sunscreen Matte (OPT000527) by Mamaearth. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,1397.9,1424.47,1426.52,1479.74,1504.79,1449.27,1442.75,1429.44,1433.44,1439.59,1462.7
Pepperfry Wardrobe Compact (OPT000528),Furniture,60499.33,3.7,https://cdn.opticart.example/images/furniture/528.jpg,https://www.amazon.in/dp/OPT000528?tag=opticart,"Pepperfry Wardrobe Compact (OPT000528) by Pepperfry. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,61950.12,63820.56,63632.03,63596.22,66369.63,67646.76,67117.04,67392.74,67652.54,68412.08,72946.98
Sony Gaming Headset RGB (OPT000529),Gaming,88376.67,3.7,https://cdn.opticart.example/images/gaming/529.jpg,https://www.amazon.in/dp/OPT000529?tag=opticart,"Sony Gaming Headset RGB (OPT000529) by Sony. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,86392.61,90484.08,91167.28,89042.1,88326.11,87374.89,84767.5,82867.28,85831.21,85540.11,84059.94
Patanjali Coffee 1L (OPT000530),Groceries,2794.83,3.8,https://cdn.opticart.example/images/groceries/530.jpg,https://www.amazon.in/dp/OPT000530?tag=opticart,"Patanjali Coffee 1L (OPT000530) by Patanjali. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,2812.74,2858.0,2834.69,2828.77,2869.61,2892.65,2839.59,2850.88,2813.56,2862.37,2901.27
Motorola Galaxy A (1024GB) Fast Charge (OPT000531),Mobiles,53170.28,4.1,https://cdn.opticart.example/images/mobiles/531.jpg,https://www.amazon.in/dp/OPT000531?tag=opticart,"Motorola Galaxy A (1024GB) Fast Charge (OPT000531) by Motorola. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,54587.34,54136.7,53935.9,54156.41,54695.55,54923.67,54567.53,54815.08,55991.64,54934.97,55045.67
"Apple Pavilion M2 32GB 128GB 16"" (OPT000532)",Laptops,65606.85,3.5,https://cdn.opticart.example/images/laptops/532.jpg,https://www.amazon.in/dp/OPT000532?tag=opticart,"Apple Pavilion M2 32GB 128GB 16"" (OPT000532) by Apple. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,67211.18,66511.51,65289.42,64827.98,64758.68,65759.76,64744.6,64308.61,64582.58,63151.94,61465.28
Roadster Watch Ethnic (OPT000533),Fashion,7792.44,4.9,https://cdn.opticart.example/images/fashion/533.jpg,https://www.amazon.in/dp/OPT000533?tag=opticart,"Roadster Watch Ethnic (OPT000533) by Roadster. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",Amazon,7614.67,7482.68,7599.49,7584.69,7500.8,7384.56,7312.2,7320.78,7478.64,7802.08,7876.13
