product_id,product_name,category,brand,amazon_price,flipkart_price,lowest_price,amazon_rating,flipkart_rating,amazon_reviews,flipkart_reviews,delivery_days_amazon,delivery_days_flipkart,stock_status,image_url,amazon_url,flipkart_url,description,ai_score,ai_recommendation,future_price_prediction,discount_percentage,price_day_1,price_day_2,price_day_3,price_day_4,price_day_5,price_day_6,price_day_7,price_day_8,price_day_9,price_day_10,trend,popularity_score,search_count,purchase_count,last_updated
OPT-000447,Maybelline Shampoo Long Lasting (OPT000447),Beauty,Maybelline,1839.74,1821.46,1821.46,4.2,4.2,9379,11805,4,3,In Stock,https://loremflickr.com/600/600/shampoo?lock=447,https://www.amazon.in/dp/OPT000447?tag=opticart,https://www.flipkart.com/item/OPT000447?pid=opticart,"Maybelline Shampoo Long Lasting (OPT000447) by Maybelline. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",62,WAIT,2031.03,7.93,1829.89,1842.9,1873.32,1856.92,1859.5,1889.66,1890.28,1912.48,1963.59,1978.27,UP,65,101898,10995,2026-06-06 19:59:51
OPT-000448,HomeTown Bed 3-Seater (OPT000448),Furniture,HomeTown,6539.3,6733.65,6539.3,3.5,4.0,10868,4626,5,10,In Stock,https://loremflickr.com/600/600/bed?lock=448,https://www.amazon.in/dp/OPT000448?tag=opticart,https://www.flipkart.com/item/OPT000448?pid=opticart,"HomeTown Bed 3-Seater (OPT000448) by HomeTown. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",57,WAIT,6140.34,2.89,6471.97,6377.56,6346.52,6129.2,6125.63,6232.57,6283.88,6266.04,6244.85,6267.55,STABLE,68,32400,3832,2026-05-26 19:59:51
OPT-000449,Asus Gaming Console 1358 RGB (OPT000449),Gaming,Asus,49612.39,49954.12,49612.39,4.1,4.2,11647,7452,2,6,Out of Stock,https://loremflickr.com/600/600/gaming-console?lock=449,https://www.amazon.in/dp/OPT000449?tag=opticart,https://www.flipkart.com/item/OPT000449?pid=opticart,"Asus Gaming Console 1358 RGB (OPT000449) by Asus. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",35,WAIT,44033.81,0.68,48008.45,46041.2,46714.47,45264.36,46321.67,45729.31,45649.65,45433.96,46152.02,45414.32,DOWN,77,62404,13147,2026-06-07 19:59:51
OPT-000450,Aashirvaad Rice (1L) (OPT000450),Groceries,Aashirvaad,2830.86,2827.31,2827.31,3.7,3.9,5642,4936,1,1,In Stock,https://loremflickr.com/600/600/rice?lock=450,https://www.amazon.in/dp/OPT000450?tag=opticart,https://www.flipkart.com/item/OPT000450?pid=opticart,"Aashirvaad Rice (1L) (OPT000450) by Aashirvaad. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",57,WAIT,2817.45,2.87,2857.82,2845.92,2838.44,2885.13,2910.84,2860.22,2836.23,2854.46,2810.02,2834.2,STABLE,52,39288,8303,2026-06-03 19:59:51
OPT-000451,Motorola Moto G54 4GB/256GB AI Camera (OPT000451),Mobiles,Motorola,101725.65,100233.1,100233.1,4.6,4.1,8530,5315,3,1,In Stock,https://loremflickr.com/600/600/smartphone?lock=451,https://www.amazon.in/dp/OPT000451?tag=opticart,https://www.flipkart.com/item/OPT000451?pid=opticart,"Motorola Moto G54 4GB/256GB AI Camera (OPT000451) by Motorola. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",69,WAIT,95596.26,1.47,96847.58,97949.56,98859.46,96604.59,98118.64,95263.68,97879.93,98476.04,97897.44,96380.66,STABLE,90,151230,35093,2026-06-03 19:59:51
OPT-000452,Apple MacBook Air M3 M2 16GB/1024GB (OPT000452),Laptops,Apple,127363.93,130696.64,127363.93,4.9,4.2,15910,15664,4,3,In Stock,https://loremflickr.com/600/600/laptop?lock=452,https://www.amazon.in/dp/OPT000452?tag=opticart,https://www.flipkart.com/item/OPT000452?pid=opticart,"Apple MacBook Air M3 M2 16GB/1024GB (OPT000452) by Apple. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",62,WAIT,132091.49,4.61,130842.95,132298.21,132742.71,133516.65,132210.32,133165.97,131363.63,128930.34,130884.82,130687.1,STABLE,98,151757,25016,2026-05-29 19:59:51
OPT-000453,Puma Jacket Formal (OPT000453),Fashion,Puma,450.6,437.84,437.84,3.9,4.1,14089,3828,9,9,In Stock,https://loremflickr.com/600/600/air-conditioner?lock=453,https://www.amazon.in/dp/OPT000453?tag=opticart,https://www.flipkart.com/item/OPT000453?pid=opticart,"Puma Jacket Formal (OPT000453) by Puma. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",50,WAIT,473.9,4.08,433.72,441.92,455.04,446.82,435.73,430.82,436.35,435.34,446.62,456.45,UP,89,107549,15266,2026-06-05 19:59:51
OPT-000454,Philips Monitor Bass Boost (OPT000454),Electronics,Philips,35740.38,38670.8,35740.38,3.7,4.0,16817,12603,3,4,In Stock,https://loremflickr.com/600/600/television?lock=454,https://www.amazon.in/dp/OPT000454?tag=opticart,https://www.flipkart.com/item/OPT000454?pid=opticart,"Philips Monitor Bass Boost (OPT000454) by Philips. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",51,WAIT,36254.07,7.58,34895.91,34632.82,35493.42,35880.35,36285.24,36253.92,36497.36,35907.01,36109.53,35846.64,STABLE,77,73998,8187,2026-06-05 19:59:51
OPT-000455,Bosch Refrigerator Inverter (OPT000455),Home Appliances,Bosch,62935.52,58985.99,58985.99,4.0,4.5,10404,4279,6,9,In Stock,https://loremflickr.com/600/600/refrigerator?lock=455,https://www.amazon.in/dp/OPT000455?tag=opticart,https://www.flipkart.com/item/OPT000455?pid=opticart,"Bosch Refrigerator Inverter (OPT000455) by Bosch. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",69,WAIT,58150.11,6.28,59073.07,60233.56,59448.51,58788.18,59286.64,58034.81,57629.25,58101.24,58131.9,58832.98,STABLE,84,7734,459,2026-05-27 19:59:51
OPT-000456,The Psychology of Money (Hardcover) (OPT000456),Books,Penguin,1555.56,1527.32,1527.32,4.4,4.0,5641,5701,1,5,In Stock,https://loremflickr.com/600/600/book?lock=456,https://www.amazon.in/dp/OPT000456?tag=opticart,https://www.flipkart.com/item/OPT000456?pid=opticart,"The Psychology of Money (Hardcover) (OPT000456) by Penguin. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",54,WAIT,1548.77,1.82,1499.51,1496.96,1497.02,1519.67,1522.28,1453.96,1494.73,1496.49,1473.78,1531.5,STABLE,55,74040,16216,2026-06-07 19:59:51
OPT-000457,Maybelline Shampoo SPF 50 (OPT000457),Beauty,Maybelline,3400.01,3283.02,3283.02,3.8,4.1,13243,12298,5,3,In Stock,https://loremflickr.com/600/600/shampoo?lock=457,https://www.amazon.in/dp/OPT000457?tag=opticart,https://www.flipkart.com/item/OPT000457?pid=opticart,"Maybelline Shampoo SPF 50 (OPT000457) by Maybelline. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",73,PRICE MAY DROP,3025.37,3.44,3189.59,3208.46,3185.41,3174.52,3171.3,3158.37,3083.73,3053.19,3056.51,3097.03,STABLE,76,79941,9066,2026-06-03 19:59:51
OPT-000458,Nilkamal Bed Sheesham 3-Seater (OPT000458),Furniture,Nilkamal,35857.14,35419.18,35419.18,3.6,4.8,13519,5273,2,6,In Stock,https://loremflickr.com/600/600/bed?lock=458,https://www.amazon.in/dp/OPT000458?tag=opticart,https://www.flipkart.com/item/OPT000458?pid=opticart,"Nilkamal Bed Sheesham 3-Seater (OPT000458) by Nilkamal. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",50,WAIT,33528.92,1.22,35480.58,35374.71,35278.41,35002.61,35763.79,35320.13,35435.86,34682.5,33995.97,33856.11,DOWN,88,55613,3360,2026-05-25 19:59:51
OPT-000459,Microsoft Mechanical Keyboard 216 120FPS (OPT000459),Gaming,Microsoft,12228.99,12789.1,12228.99,3.7,4.0,11442,15916,9,6,In Stock,https://loremflickr.com/600/600/keyboard?lock=459,https://www.amazon.in/dp/OPT000459?tag=opticart,https://www.flipkart.com/item/OPT000459?pid=opticart,"Microsoft Mechanical Keyboard 216 120FPS (OPT000459) by Microsoft. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",52,WAIT,12816.98,6.39,12649.56,12981.15,12933.98,12558.97,13049.55,13064.29,12905.53,12986.67,12689.83,12674.53,STABLE,71,206230,30931,2026-05-29 19:59:51
OPT-000460,Patanjali Ghee 2kg (OPT000460),Groceries,Patanjali,1517.26,1460.49,1460.49,4.4,4.9,3056,7449,1,1,Out of Stock,https://loremflickr.com/600/600/butter?lock=460,https://www.amazon.in/dp/OPT000460?tag=opticart,https://www.flipkart.com/item/OPT000460?pid=opticart,"Patanjali Ghee 2kg (OPT000460) by Patanjali. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",35,WAIT,1567.78,5.29,1484.51,1484.2,1504.89,1496.52,1488.43,1518.2,1528.5,1542.04,1531.09,1541.26,STABLE,78,2955,350,2026-05-31 19:59:51
OPT-000461,Motorola Moto G84 6GB/512GB AMOLED (OPT000461),Mobiles,Motorola,107919.95,111393.81,107919.95,4.3,4.4,5946,21544,1,4,Out of Stock,https://loremflickr.com/600/600/smartphone?lock=461,https://www.amazon.in/dp/OPT000461?tag=opticart,https://www.flipkart.com/item/OPT000461?pid=opticart,"Motorola Moto G84 6GB/512GB AMOLED (OPT000461) by Motorola. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",35,WAIT,102716.0,3.12,105870.44,104672.92,106959.45,103775.83,104621.87,104029.83,104486.83,102357.44,102231.49,103612.66,STABLE,88,82364,17445,2026-06-07 19:59:51
OPT-000462,MSI Katana 15 Ryzen 7 8GB/256GB (OPT000462),Laptops,MSI,108971.8,112974.9,108971.8,3.8,4.3,21202,20606,3,1,In Stock,https://loremflickr.com/600/600/laptop?lock=462,https://www.amazon.in/dp/OPT000462?tag=opticart,https://www.flipkart.com/item/OPT000462?pid=opticart,"MSI Katana 15 Ryzen 7 8GB/256GB (OPT000462) by MSI. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",56,WAIT,109214.83,3.54,107316.49,107947.38,108200.78,109630.46,107531.41,107185.46,106450.27,106993.57,107853.1,109064.6,STABLE,88,36780,2455,2026-06-01 19:59:51
OPT-000463,Levi's Watch Regular Linen (OPT000463),Fashion,Levi's,9197.64,8903.06,8903.06,4.8,3.8,12194,8217,5,4,Limited Stock,https://loremflickr.com/600/600/watch?lock=463,https://www.amazon.in/dp/OPT000463?tag=opticart,https://www.flipkart.com/item/OPT000463?pid=opticart,"Levi's Watch Regular Linen (OPT000463) by Levi's. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",68,PRICE MAY DROP,8031.34,3.2,8284.62,8163.83,8126.11,8262.51,7939.4,8118.97,8083.66,8335.49,8105.32,8149.81,STABLE,72,9458,1472,2026-05-29 19:59:51
OPT-000464,Sony Soundbar Wireless (OPT000464),Electronics,Sony,10329.45,10814.26,10329.45,4.3,4.1,11437,10524,4,2,In Stock,https://loremflickr.com/600/600/speaker?lock=464,https://www.amazon.in/dp/OPT000464?tag=opticart,https://www.flipkart.com/item/OPT000464?pid=opticart,"Sony Soundbar Wireless (OPT000464) by Sony. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",53,WAIT,12295.43,11.86,10739.93,10773.15,10808.24,10880.47,10839.28,11360.62,11487.74,11719.4,11382.11,11631.35,UP,95,189696,8883,2026-06-05 19:59:51
OPT-000465,Samsung Water Purifier Frost Free (OPT000465),Home Appliances,Samsung,45095.95,42023.48,42023.48,3.9,3.4,9789,5605,7,5,In Stock,https://loremflickr.com/600/600/water-purifier?lock=465,https://www.amazon.in/dp/OPT000465?tag=opticart,https://www.flipkart.com/item/OPT000465?pid=opticart,"Samsung Water Purifier Frost Free (OPT000465) by Samsung. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",59,WAIT,40970.82,6.81,42062.79,41958.67,41823.57,41317.52,40542.9,40272.44,40987.9,41630.91,41560.11,41698.1,STABLE,57,35106,8167,2026-06-08 19:59:51
OPT-000466,Ikigai - Paperback (OPT000466),Books,Penguin,941.56,904.8,904.8,4.0,4.4,524,6938,3,1,In Stock,https://loremflickr.com/600/600/air-conditioner?lock=466,https://www.amazon.in/dp/OPT000466?tag=opticart,https://www.flipkart.com/item/OPT000466?pid=opticart,"Ikigai - Paperback (OPT000466) by Penguin. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",54,WAIT,909.18,3.9,888.54,880.03,895.4,893.56,896.31,903.5,916.44,898.27,904.46,907.84,STABLE,54,66332,4708,2026-06-01 19:59:51
OPT-000467,Mamaearth Lipstick Long Lasting (OPT000467),Beauty,Mamaearth,644.63,641.24,641.24,4.5,3.7,577,5826,5,2,Out of Stock,https://loremflickr.com/600/600/lipstick?lock=467,https://www.amazon.in/dp/OPT000467?tag=opticart,https://www.flipkart.com/item/OPT000467?pid=opticart,"Mamaearth Lipstick Long Lasting (OPT000467) by Mamaearth. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",35,WAIT,562.87,1.47,640.76,632.05,631.48,640.77,650.79,637.07,615.94,597.42,604.09,591.8,DOWN,88,70346,10884,2026-05-29 19:59:51
OPT-000468,IKEA Bed Ergonomic (OPT000468),Furniture,IKEA,69302.69,73995.83,69302.69,4.1,4.4,11385,9324,6,6,Limited Stock,https://loremflickr.com/600/600/bed?lock=468,https://www.amazon.in/dp/OPT000468?tag=opticart,https://www.flipkart.com/item/OPT000468?pid=opticart,"IKEA Bed Ergonomic (OPT000468) by IKEA. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",63,WAIT,81383.81,8.89,67938.78,69051.72,70586.22,69866.07,71772.19,71697.34,73250.18,73823.93,75402.75,76065.24,UP,70,61978,10208,2026-05-29 19:59:51
OPT-000469,MSI Gaming Console 6386 Wireless (OPT000469),Gaming,MSI,54624.61,52821.17,52821.17,4.7,3.8,10747,27620,8,7,In Stock,https://loremflickr.com/600/600/gaming-console?lock=469,https://www.amazon.in/dp/OPT000469?tag=opticart,https://www.flipkart.com/item/OPT000469?pid=opticart,"MSI Gaming Console 6386 Wireless (OPT000469) by MSI. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",58,WAIT,51398.0,3.3,51918.43,51520.23,52494.92,52176.0,52862.32,53055.94,52201.59,52056.08,52581.08,51760.2,STABLE,95,94429,10278,2026-06-02 19:59:51
OPT-000470,Aashirvaad Biscuits (2L) (OPT000470),Groceries,Aashirvaad,367.53,371.63,367.53,4.4,4.7,4851,6821,2,1,In Stock,https://loremflickr.com/600/600/cookies?lock=470,https://www.amazon.in/dp/OPT000470?tag=opticart,https://www.flipkart.com/item/OPT000470?pid=opticart,"Aashirvaad Biscuits (2L) (OPT000470) by Aashirvaad. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",65,WAIT,401.06,6.14,377.71,380.96,383.38,388.63,383.57,385.92,386.68,386.37,390.09,391.57,STABLE,72,55838,10561,2026-06-05 19:59:51
OPT-000471,Oppo Reno 11 8GB/64GB AMOLED (OPT000471),Mobiles,Oppo,40850.62,46233.33,40850.62,4.0,4.3,1512,8168,5,2,In Stock,https://loremflickr.com/600/600/smartphone?lock=471,https://www.amazon.in/dp/OPT000471?tag=opticart,https://www.flipkart.com/item/OPT000471?pid=opticart,"Oppo Reno 11 8GB/64GB AMOLED (OPT000471) by Oppo. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",56,WAIT,45032.72,11.64,39985.18,39407.82,39528.6,39647.49,40356.09,40733.99,41467.09,42538.12,42950.41,43453.18,UP,96,128560,8118,2026-06-01 19:59:51
OPT-000472,Dell Vostro 14 M3 32GB/512GB (OPT000472),Laptops,Dell,84267.05,78649.96,78649.96,3.9,3.9,17438,11308,3,1,In Stock,https://loremflickr.com/600/600/laptop?lock=472,https://www.amazon.in/dp/OPT000472?tag=opticart,https://www.flipkart.com/item/OPT000472?pid=opticart,"Dell Vostro 14 M3 32GB/512GB (OPT000472) by Dell. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",67,PRICE MAY DROP,70579.26,6.67,77464.17,77564.11,77100.44,74497.71,73828.38,71849.98,71973.07,71822.75,72122.79,71882.54,DOWN,94,190520,44390,2026-06-08 19:59:51
OPT-000473,H&M Kurta Skinny Polyester (OPT000473),Fashion,H&M,7578.15,7090.93,7090.93,4.3,4.0,9070,17346,5,5,In Stock,https://loremflickr.com/600/600/clothing?lock=473,https://www.amazon.in/dp/OPT000473?tag=opticart,https://www.flipkart.com/item/OPT000473?pid=opticart,"H&M Kurta Skinny Polyester (OPT000473) by H&M. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",51,WAIT,7886.67,6.43,7295.59,7075.6,7201.65,7320.92,7303.27,7415.37,7256.99,7298.65,7407.48,7555.49,STABLE,62,111336,8753,2026-05-28 19:59:51
OPT-000474,JBL Soundbar 4K (OPT000474),Electronics,JBL,26132.82,26558.31,26132.82,3.8,3.6,14831,4101,2,4,In Stock,https://loremflickr.com/600/600/speaker?lock=474,https://www.amazon.in/dp/OPT000474?tag=opticart,https://www.flipkart.com/item/OPT000474?pid=opticart,"JBL Soundbar 4K (OPT000474) by JBL. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",67,WAIT,28022.21,7.25,26575.47,26870.59,27681.24,27155.03,27351.06,28175.51,27219.67,27323.68,27360.98,27416.25,STABLE,98,177877,19081,2026-06-06 19:59:51
OPT-000475,Samsung Air Conditioner 8kg Frost Free (OPT000475),Home Appliances,Samsung,11872.66,12325.41,11872.66,4.5,5.0,12130,11126,6,10,In Stock,https://loremflickr.com/600/600/air-conditioner?lock=475,https://www.amazon.in/dp/OPT000475?tag=opticart,https://www.flipkart.com/item/OPT000475?pid=opticart,"Samsung Air Conditioner 8kg Frost Free (OPT000475) by Samsung. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",53,WAIT,12537.62,5.36,12303.63,12341.39,12389.22,12544.54,12389.46,12285.9,12369.47,12099.94,12434.08,12413.54,STABLE,68,52286,6497,2026-05-26 19:59:51
OPT-000476,Atomic Habits (Fiction) (OPT000476),Books,Bloomsbury,334.35,318.4,318.4,3.7,4.1,6056,7410,3,2,In Stock,https://loremflickr.com/600/600/book?lock=476,https://www.amazon.in/dp/OPT000476?tag=opticart,https://www.flipkart.com/item/OPT000476?pid=opticart,"Atomic Habits (Fiction) (OPT000476) by Bloomsbury. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",77,PRICE MAY DROP,266.06,4.77,317.08,309.93,309.38,297.69,292.05,288.52,286.32,285.57,285.92,282.85,DOWN,58,7191,772,2026-06-02 19:59:51
OPT-000477,Maybelline Lipstick (Paraben Free) (OPT000477),Beauty,Maybelline,1176.15,1107.49,1107.49,4.1,4.4,3258,3639,4,5,In Stock,https://loremflickr.com/600/600/lipstick?lock=477,https://www.amazon.in/dp/OPT000477?tag=opticart,https://www.flipkart.com/item/OPT000477?pid=opticart,"Maybelline Lipstick (Paraben Free) (OPT000477) by Maybelline. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",68,WAIT,1215.49,6.47,1090.97,1087.51,1097.79,1100.95,1078.49,1101.14,1125.67,1156.95,1166.95,1184.1,UP,78,63075,11048,2026-06-02 19:59:51
OPT-000478,Pepperfry TV Unit Ergonomic (OPT000478),Furniture,Pepperfry,10341.86,10407.44,10341.86,4.3,4.9,13023,7281,4,4,In Stock,https://loremflickr.com/600/600/television?lock=478,https://www.amazon.in/dp/OPT000478?tag=opticart,https://www.flipkart.com/item/OPT000478?pid=opticart,"Pepperfry TV Unit Ergonomic (OPT000478) by Pepperfry. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",55,WAIT,11792.0,8.74,10424.39,10784.78,11029.72,10759.42,10922.06,10992.41,10924.9,11043.61,11332.67,11256.74,UP,55,27313,6607,2026-05-26 19:59:51
OPT-000479,Nintendo Controller RGB (OPT000479),Gaming,Nintendo,40588.0,38050.88,38050.88,3.6,4.7,3320,21084,9,10,In Stock,https://loremflickr.com/600/600/gamepad?lock=479,https://www.amazon.in/dp/OPT000479?tag=opticart,https://www.flipkart.com/item/OPT000479?pid=opticart,"Nintendo Controller RGB (OPT000479) by Nintendo. Category: Gaming. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",73,PRICE MAY DROP,34118.05,6.25,37648.72,37366.76,37514.24,37651.23,37698.03,38093.89,37944.26,37716.98,36001.7,35700.52,DOWN,92,206971,46495,2026-05-31 19:59:51
OPT-000480,Tata Ghee 1L (OPT000480),Groceries,Tata,1994.89,2172.41,1994.89,4.0,3.6,7455,7288,1,3,In Stock,https://loremflickr.com/600/600/butter?lock=480,https://www.amazon.in/dp/OPT000480?tag=opticart,https://www.flipkart.com/item/OPT000480?pid=opticart,"Tata Ghee 1L (OPT000480) by Tata. Category: Groceries. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",69,WAIT,2006.2,8.17,2020.71,2009.97,2035.01,2075.13,2098.74,2032.34,2054.83,2042.09,2034.57,1992.64,STABLE,51,56570,5971,2026-06-04 19:59:51
OPT-000481,Samsung Galaxy M14 6GB/256GB Fast Charge (OPT000481),Mobiles,Samsung,25021.69,23462.66,23462.66,4.4,3.3,2538,1400,3,2,In Stock,https://loremflickr.com/600/600/smartphone?lock=481,https://www.amazon.in/dp/OPT000481?tag=opticart,https://www.flipkart.com/item/OPT000481?pid=opticart,"Samsung Galaxy M14 6GB/256GB Fast Charge (OPT000481) by Samsung. Category: Mobiles. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",61,PRICE MAY DROP,18603.11,6.23,23434.8,22951.39,22894.15,22398.59,22070.52,21706.25,21365.98,21153.3,20708.82,20184.22,DOWN,87,191710,42956,2026-05-26 19:59:51
OPT-000482,MSI Thin GF63 M3 32GB/1024GB (OPT000482),Laptops,MSI,54097.37,50841.81,50841.81,3.6,5.0,21393,5776,5,5,In Stock,https://loremflickr.com/600/600/laptop?lock=482,https://www.amazon.in/dp/OPT000482?tag=opticart,https://www.flipkart.com/item/OPT000482?pid=opticart,"MSI Thin GF63 M3 32GB/1024GB (OPT000482) by MSI. Category: Laptops. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",51,WAIT,53414.38,6.81,52043.83,53060.13,52701.45,53755.01,53216.5,54415.62,54303.16,54556.32,53762.47,53295.21,STABLE,78,55355,9778,2026-06-05 19:59:51
OPT-000483,BIBA T-Shirt Formal (OPT000483),Fashion,BIBA,11831.95,11541.03,11541.03,3.2,4.3,7056,3717,7,2,In Stock,https://loremflickr.com/600/600/clothing?lock=483,https://www.amazon.in/dp/OPT000483?tag=opticart,https://www.flipkart.com/item/OPT000483?pid=opticart,"BIBA T-Shirt Formal (OPT000483) by BIBA. Category: Fashion. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",73,PRICE MAY DROP,9952.66,2.46,11453.19,11154.35,11086.77,10801.7,10703.54,10707.27,10451.07,10516.95,10246.85,10469.0,DOWN,86,44451,4976,2026-05-29 19:59:51
OPT-000484,LG Toner Cartridge Noise Cancel (OPT000484),Electronics,LG,55774.91,51345.33,51345.33,5.0,4.3,17530,3391,1,2,In Stock,https://loremflickr.com/600/600/printer?lock=484,https://www.amazon.in/dp/OPT000484?tag=opticart,https://www.flipkart.com/item/OPT000484?pid=opticart,"LG Toner Cartridge Noise Cancel (OPT000484) by LG. Category: Electronics. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",68,WAIT,54589.36,7.94,48917.3,49785.51,52237.32,52620.92,52982.29,52470.71,52569.38,53101.92,53335.27,52370.48,UP,98,76004,13787,2026-06-08 19:59:51
OPT-000485,Godrej Microwave 9kg Inverter (OPT000485),Home Appliances,Godrej,5570.52,5453.55,5453.55,4.2,4.7,10793,1484,3,10,In Stock,https://loremflickr.com/600/600/microwave?lock=485,https://www.amazon.in/dp/OPT000485?tag=opticart,https://www.flipkart.com/item/OPT000485?pid=opticart,"Godrej Microwave 9kg Inverter (OPT000485) by Godrej. Category: Home Appliances. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",57,WAIT,5578.18,2.1,5309.72,5314.7,5332.96,5388.48,5251.5,5400.29,5334.11,5353.01,5439.82,5466.85,STABLE,93,50837,6552,2026-05-26 19:59:51
OPT-000486,Atomic Habits (Fiction) (OPT000486),Books,Bloomsbury,2101.38,2123.28,2101.38,4.1,4.5,1939,3965,1,5,In Stock,https://loremflickr.com/600/600/book?lock=486,https://www.amazon.in/dp/OPT000486?tag=opticart,https://www.flipkart.com/item/OPT000486?pid=opticart,"Atomic Habits (Fiction) (OPT000486) by Bloomsbury. Category: Books. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",54,WAIT,2264.65,4.41,2033.75,2091.04,2139.68,2161.56,2134.12,2092.08,2054.02,2132.48,2198.42,2191.79,UP,47,49408,11319,2026-05-26 19:59:51
OPT-000487,Nivea Shampoo (Paraben Free) (OPT000487),Beauty,Nivea,300.31,324.47,300.31,4.1,4.5,13525,6067,3,5,In Stock,https://loremflickr.com/600/600/shampoo?lock=487,https://www.amazon.in/dp/OPT000487?tag=opticart,https://www.flipkart.com/item/OPT000487?pid=opticart,"Nivea Shampoo (Paraben Free) (OPT000487) by Nivea. Category: Beauty. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",63,WAIT,348.19,12.72,315.23,317.61,313.93,308.05,318.32,318.65,326.14,331.07,344.07,338.81,UP,71,39837,2839,2026-06-02 19:59:51
OPT-000488,Pepperfry Bed Compact (OPT000488),Furniture,Pepperfry,82503.65,92628.24,82503.65,4.2,4.5,12464,6734,4,7,In Stock,https://loremflickr.com/600/600/air-conditioner?lock=488,https://www.amazon.in/dp/OPT000488?tag=opticart,https://www.flipkart.com/item/OPT000488?pid=opticart,"Pepperfry Bed Compact (OPT000488) by Pepperfry. Category: Furniture. Optimized for Indian pricing and delivery. Suitable for price comparison, trend analysis, and recommendations.",69,WAIT,76939.92,10.93,80489.53,80314.3,79040.93,79085.48,79178.06,78796.21,79622.68,78505.34,79008.42,78116.86,STABLE,60,111070,15513,2026-06-08 19:59:51
